Unnamed: 0|Unnamed: 0.1|Date_x|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|prctChangeOPEN|TargetProbability|Date_y|No Articles|Date_x|No_Articles_x|Date_y|No_Articles_y
55|55|2014-08-12|28.3|28.98|28.3|28.77|2742747|USD|55|1.023|0.4864623741438272|2014-11-06|1|2014-11-06|1|2014-11-06|1
56|56|2014-08-13|28.95|30.56|28.95|30.47|8378227|USD|56|1.05|0.4838560520591488|2014-11-10|1|2014-11-10|1|2014-11-10|1
57|57|2014-08-14|30.4|30.7|29.71|30.01|5536932|USD|57|0.9440000000000001|0.44780144888827866|2014-11-11|3|2014-11-11|3|2014-11-11|3
58|58|2014-08-15|28.69|30.7|28.1|29.58|10587223|USD|58|1.048|0.4684691928204331|2014-11-13|1|2014-11-13|1|2014-11-13|1
59|59|2014-08-18|30.07|30.61|29.52|30.04|6620735|USD|59|1.012|0.4403338510041862|2014-11-17|2|2014-11-17|2|2014-11-17|2
60|60|2014-08-19|30.42|31.81|29.89|30.21|10277367|USD|60|0.9890000000000001|0.4202744972338924|2014-11-19|1|2014-11-19|1|2014-11-19|1
61|61|2014-08-20|30.08|31.15|30.07|30.93|4141940|USD|61|1.031|0.41631413263312905|2014-11-20|1|2014-11-20|1|2014-11-20|1
62|62|2014-08-21|31.02|31.45|30.53|30.82|4316216|USD|62|0.993|0.42060237964639335|2014-11-21|3|2014-11-21|3|2014-11-21|3
63|63|2014-08-22|30.81|31.2|30.81|30.96|2418286|USD|63|1.016|0.4310148846140717|2014-11-24|1|2014-11-24|1|2014-11-24|1
64|64|2014-08-25|31.31|31.45|30.74|31.34|3471129|USD|64|0.996|0.41337838120298254|2014-11-25|2|2014-11-25|2|2014-11-25|2
65|65|2014-08-26|31.19|32.08|31.12|32.01|5346635|USD|65|1.021|0.40712401851125735|2014-11-28|1|2014-11-28|1|2014-11-28|1
66|66|2014-08-27|31.85|33.1|31.83|32.64|7763462|USD|66|1.014|0.4171021862745222|2014-12-02|2|2014-12-02|2|2014-12-02|2
67|67|2014-08-28|32.3|32.31|31.38|31.44|6762579|USD|67|0.976|0.3938325992373197|2014-12-03|2|2014-12-03|2|2014-12-03|2
68|68|2014-08-29|31.54|32.07|31.3|31.92|3442747|USD|68|1.015|0.4003852141181525|2014-12-04|1|2014-12-04|1|2014-12-04|1
69|69|2014-09-02|32.0|32.35|30.32|31.07|7452144|USD|69|0.9840000000000001|0.3793711993879021|2014-12-05|1|2014-12-05|1|2014-12-05|1
70|70|2014-09-03|31.5|31.55|30.57|30.81|2753986|USD|70|0.978|0.3716789060097973|2014-12-10|1|2014-12-10|1|2014-12-10|1
71|71|2014-09-04|30.81|31.47|29.68|30.26|3774530|USD|71|0.985|0.3895433782732992|2014-12-17|1|2014-12-17|1|2014-12-17|1
72|72|2014-09-05|30.34|30.42|28.9|29.03|7136511|USD|72|0.956|0.4411126806162319|2014-12-18|1|2014-12-18|1|2014-12-18|1
73|73|2014-09-08|29.0|29.6|28.93|29.13|3337437|USD|73|1.008|0.4536545217920922|2014-12-22|2|2014-12-22|2|2014-12-22|2
74|74|2014-09-09|29.22|29.57|28.99|29.06|3332739|USD|74|0.9940000000000001|0.4511899857543098|2014-12-26|1|2014-12-26|1|2014-12-26|1
75|75|2014-09-10|29.04|29.23|28.02|28.35|7512478|USD|75|0.987|0.4543974483794795|2014-12-29|1|2014-12-29|1|2014-12-29|1
76|76|2014-09-11|28.67|29.17|28.18|29.12|5500614|USD|76|1.023|0.4632049313968127|2014-12-30|1|2014-12-30|1|2014-12-30|1
77|77|2014-09-12|29.32|29.89|29.01|29.25|4192825|USD|77|1.0090000000000001|0.43802131074349104|2015-01-05|1|2015-01-05|1|2015-01-05|1
78|78|2014-09-15|29.59|29.6|28.36|28.87|5209897|USD|78|0.965|0.4209244319277056|2015-01-09|1|2015-01-09|1|2015-01-09|1
79|79|2014-09-16|28.55|28.76|27.05|27.8|7239662|USD|79|0.98|0.4437496126143431|2015-01-12|1|2015-01-12|1|2015-01-12|1
80|80|2014-09-17|27.98|28.24|27.73|28.1|3438396|USD|80|0.996|0.4578469138273713|2015-01-13|1|2015-01-13|1|2015-01-13|1
81|81|2014-09-18|27.87|29.77|27.87|29.55|7527890|USD|81|1.0759999999999998|0.4518102003403801|2015-01-27|2|2015-01-27|2|2015-01-27|2
82|82|2014-09-19|30.0|30.2|27.64|28.35|12513429|USD|82|0.9229999999999999|0.4159621686709421|2015-01-29|1|2015-01-29|1|2015-01-29|1
83|83|2014-09-22|27.68|28.33|26.68|26.97|8150443|USD|83|0.976|0.4310115997178599|2015-02-04|2|2015-02-04|2|2015-02-04|2
84|84|2014-09-23|27.02|27.16|25.84|26.57|5964772|USD|84|1.0|0.4667446671552334|2015-02-05|2|2015-02-05|2|2015-02-05|2
85|85|2014-09-24|27.01|27.43|26.8|27.18|2863911|USD|85|1.0170000000000001|0.4777997597490464|2015-02-06|2|2015-02-06|2|2015-02-06|2
86|86|2014-09-25|27.46|27.65|26.09|26.57|5455469|USD|86|0.9690000000000001|0.4478183437494209|2015-02-10|1|2015-02-10|1|2015-02-10|1
87|87|2014-09-26|26.6|27.0|26.53|26.93|2482668|USD|87|0.995|0.470176449082211|2015-02-18|1|2015-02-18|1|2015-02-18|1
88|88|2014-09-29|26.48|26.7|26.0|26.33|3475760|USD|88|0.9940000000000001|0.4857603489163646|2015-02-25|2|2015-02-25|2|2015-02-25|2
89|89|2014-09-30|26.33|26.35|25.3|25.82|5397283|USD|89|0.9690000000000001|0.5064979942362136|2015-02-26|1|2015-02-26|1|2015-02-26|1
90|90|2014-10-01|25.52|26.16|24.98|25.02|4900208|USD|90|0.98|0.5139858526624843|2015-03-02|1|2015-03-02|1|2015-03-02|1
91|91|2014-10-02|25.02|26.18|24.99|25.69|4961265|USD|91|1.038|0.5470136753592639|2015-03-03|3|2015-03-03|3|2015-03-03|3
92|92|2014-10-03|25.98|26.38|25.8|25.98|2125186|USD|92|1.014|0.527210561794327|2015-03-04|1|2015-03-04|1|2015-03-04|1
93|93|2014-10-06|26.34|26.79|25.85|25.96|2441918|USD|93|0.9790000000000001|0.5275944418217396|2015-03-05|2|2015-03-05|2|2015-03-05|2
94|94|2014-10-07|25.8|26.04|25.28|25.35|4094350|USD|94|0.982|0.4968678804715925|2015-03-06|1|2015-03-06|1|2015-03-06|1
95|95|2014-10-08|25.34|26.43|25.01|26.4|4149259|USD|95|1.038|0.5038422434208049|2015-03-09|1|2015-03-09|1|2015-03-09|1
96|96|2014-10-09|26.3|26.4|25.56|25.66|4066746|USD|96|0.9590000000000001|0.4809672633666389|2015-03-10|1|2015-03-10|1|2015-03-10|1
97|97|2014-10-10|25.21|25.41|24.1|25.01|5530703|USD|97|0.992|0.4960475219963769|2015-03-13|1|2015-03-13|1|2015-03-13|1
98|98|2014-10-13|25.0|25.2|23.83|24.06|7505681|USD|98|0.9670000000000001|0.4886063278990424|2015-03-16|1|2015-03-16|1|2015-03-16|1
99|99|2014-10-14|24.17|24.4|22.6|23.9|7695425|USD|99|0.9620000000000001|0.5057553642241371|2015-03-17|1|2015-03-17|1|2015-03-17|1
100|100|2014-10-15|23.25|24.33|22.89|24.3|4349495|USD|100|1.0170000000000001|0.5146179716956798|2015-03-18|1|2015-03-18|1|2015-03-18|1
101|101|2014-10-16|23.65|25.05|23.33|25.02|3853070|USD|101|1.084|0.5102643897764679|2015-03-19|1|2015-03-19|1|2015-03-19|1
102|102|2014-10-17|25.64|26.27|24.38|25.07|4941445|USD|102|0.991|0.4721238390411625|2015-03-24|2|2015-03-24|2|2015-03-24|2
103|103|2014-10-20|25.4|25.77|24.61|25.41|3293239|USD|103|1.002|0.4541226648563692|2015-04-06|1|2015-04-06|1|2015-04-06|1
104|104|2014-10-21|25.46|25.8|24.9|25.4|3216633|USD|104|1.002|0.4935753449274688|2015-04-07|1|2015-04-07|1|2015-04-07|1
105|105|2014-10-22|25.5|26.0|25.08|25.44|2541437|USD|105|1.0090000000000001|0.4915470650984555|2015-04-09|1|2015-04-09|1|2015-04-09|1
106|106|2014-10-23|25.73|25.98|24.6|24.66|3988081|USD|106|0.958|0.4891702204311385|2015-04-10|2|2015-04-10|2|2015-04-10|2
107|107|2014-10-24|24.65|24.74|23.3|24.02|8052091|USD|107|0.963|0.4830873172008365|2015-04-15|2|2015-04-15|2|2015-04-15|2
108|108|2014-10-27|23.75|24.55|23.7|24.13|3532956|USD|108|1.024|0.4912702281570562|2015-04-20|1|2015-04-20|1|2015-04-20|1
109|109|2014-10-28|24.31|24.8|24.16|24.78|2726063|USD|109|1.016|0.5161630417463685|2015-04-24|2|2015-04-24|2|2015-04-24|2
110|110|2014-10-29|24.7|24.88|24.09|24.1|2875561|USD|110|0.98|0.5100816261352493|2015-04-27|2|2015-04-27|2|2015-04-27|2
111|111|2014-10-30|24.2|24.35|23.51|23.88|4398510|USD|111|1.004|0.510700073448615|2015-04-30|1|2015-04-30|1|2015-04-30|1
112|112|2014-10-31|24.29|24.5|23.73|23.89|5523626|USD|112|0.972|0.5070275495322801|2015-05-01|1|2015-05-01|1|2015-05-01|1
113|113|2014-11-03|23.6|25.4|23.57|24.77|5740714|USD|113|1.0490000000000002|0.5003010044023073|2015-05-06|3|2015-05-06|3|2015-05-06|3
114|114|2014-11-04|24.76|25.06|24.3|24.91|4505110|USD|114|1.024|0.4883269318322101|2015-05-08|1|2015-05-08|1|2015-05-08|1
115|115|2014-11-05|25.36|25.36|23.88|23.91|4620662|USD|115|0.9440000000000001|0.4898873727732734|2015-05-11|1|2015-05-11|1|2015-05-11|1
116|116|2014-11-06|23.95|24.6|23.61|24.53|3420228|USD|116|1.022|0.5116461193746519|2015-05-12|1|2015-05-12|1|2015-05-12|1
117|117|2014-11-07|24.48|24.96|24.4|24.74|2588636|USD|117|1.031|0.5053738477700535|2015-05-13|1|2015-05-13|1|2015-05-13|1
118|118|2014-11-10|25.25|27.07|25.22|26.25|7731060|USD|118|1.044|0.5025401851317945|2015-05-14|1|2015-05-14|1|2015-05-14|1
119|119|2014-11-11|26.35|26.45|25.4|25.81|3549304|USD|119|0.987|0.4870564846509176|2015-05-15|1|2015-05-15|1|2015-05-15|1
120|120|2014-11-12|26.0|28.25|25.85|27.65|9204652|USD|120|1.067|0.4886636054548638|2015-05-26|1|2015-05-26|1|2015-05-26|1
121|121|2014-11-13|27.75|28.4|26.91|27.32|5952836|USD|121|0.986|0.4576828018916847|2015-05-27|1|2015-05-27|1|2015-05-27|1
122|122|2014-11-14|27.36|27.45|26.3|27.01|6201810|USD|122|1.015|0.4563783020348025|2015-05-29|1|2015-05-29|1|2015-05-29|1
123|123|2014-11-17|27.78|28.0|24.8|25.0|11837626|USD|123|0.9|0.4480978481718901|2015-06-01|1|2015-06-01|1|2015-06-01|1
124|124|2014-11-18|25.0|25.46|24.85|25.41|4693759|USD|124|1.002|0.4809575740931626|2015-06-02|2|2015-06-02|2|2015-06-02|2
125|125|2014-11-19|25.05|25.9|24.49|24.5|3676726|USD|125|0.973|0.4909607161012993|2015-06-04|1|2015-06-04|1|2015-06-04|1
126|126|2014-11-20|24.37|24.39|23.58|23.75|7410657|USD|126|1.002|0.5101905207697044|2015-06-08|1|2015-06-08|1|2015-06-08|1
127|127|2014-11-21|24.43|25.26|23.8|24.08|4114639|USD|127|0.971|0.5135683599542582|2015-06-09|1|2015-06-09|1|2015-06-09|1
128|128|2014-11-24|23.73|24.3|23.55|24.04|4637462|USD|128|1.015|0.5240347621463638|2015-06-16|1|2015-06-16|1|2015-06-16|1
129|129|2014-11-25|24.08|24.09|23.48|23.79|3228346|USD|129|0.986|0.521406106606011|2015-06-17|1|2015-06-17|1|2015-06-17|1
130|130|2014-11-26|23.74|24.1|23.53|23.78|2231308|USD|130|1.005|0.5249134173785883|2015-06-23|3|2015-06-23|3|2015-06-23|3
131|131|2014-11-28|23.85|24.12|23.27|23.52|1939708|USD|131|0.987|0.5132928089856101|2015-06-24|1|2015-06-24|1|2015-06-24|1
132|132|2014-12-01|23.53|23.64|21.78|21.97|6087821|USD|132|0.941|0.5075313362904305|2015-06-26|1|2015-06-26|1|2015-06-26|1
133|133|2014-12-02|22.15|24.74|22.1|23.91|14864964|USD|133|1.102|0.5382846414914211|2015-06-29|1|2015-06-29|1|2015-06-29|1
134|134|2014-12-03|24.4|25.25|24.17|24.6|18634788|USD|134|0.996|0.4815932901441071|2015-07-06|2|2015-07-06|2|2015-07-06|2
135|135|2014-12-04|24.31|24.74|24.2|24.47|5112294|USD|135|1.002|0.5004479276312069|2015-07-07|1|2015-07-07|1|2015-07-07|1
136|136|2014-12-05|24.36|24.5|23.4|23.85|8307130|USD|136|0.9390000000000001|0.5066877601741073|2015-07-09|1|2015-07-09|1|2015-07-09|1
137|137|2014-12-08|22.88|23.7|22.86|23.24|17062344|USD|137|0.988|0.5366235385198121|2015-07-10|2|2015-07-10|2|2015-07-10|2
138|138|2014-12-09|22.61|25.95|22.0|25.42|20204064|USD|138|1.103|0.5391293283789168|2015-07-13|2|2015-07-13|2|2015-07-13|2
139|139|2014-12-10|24.94|25.16|24.19|24.75|11808942|USD|139|0.996|0.4921439386997199|2015-07-17|1|2015-07-17|1|2015-07-17|1
140|140|2014-12-11|24.84|25.5|24.63|24.79|7112147|USD|140|0.982|0.5006528798914119|2015-07-20|1|2015-07-20|1|2015-07-20|1
141|141|2014-12-12|24.39|24.6|23.95|23.97|4668825|USD|141|0.992|0.5324711953162202|2015-07-27|2|2015-07-27|2|2015-07-27|2
142|142|2014-12-15|24.2|24.38|22.92|23.26|7204065|USD|142|0.95|0.5357459330239215|2015-07-28|1|2015-07-28|1|2015-07-28|1
143|143|2014-12-16|23.0|23.2|22.71|23.13|7588732|USD|143|1.01|0.5510972640194913|2015-07-30|1|2015-07-30|1|2015-07-30|1
144|144|2014-12-17|23.22|23.53|23.02|23.5|8794640|USD|144|1.0290000000000001|0.5548622110916341|2015-08-03|1|2015-08-03|1|2015-08-03|1
145|145|2014-12-18|23.89|24.63|23.8|24.27|7931454|USD|145|1.014|0.5531856949915581|2015-08-04|2|2015-08-04|2|2015-08-04|2
146|146|2014-12-19|24.23|24.72|23.98|24.57|9375350|USD|146|1.002|0.5585593432940935|2015-08-05|2|2015-08-05|2|2015-08-05|2
147|147|2014-12-22|24.28|25.02|23.95|24.9|8317958|USD|147|1.022|0.5685945919861086|2015-08-06|1|2015-08-06|1|2015-08-06|1
148|148|2014-12-23|24.82|24.95|24.39|24.73|4739064|USD|148|0.996|0.5541648792174645|2015-08-07|4|2015-08-07|4|2015-08-07|4
149|149|2014-12-24|24.71|24.95|24.49|24.61|1220025|USD|149|0.992|0.5609820247668059|2015-08-10|1|2015-08-10|1|2015-08-10|1
150|150|2014-12-26|24.5|24.63|24.18|24.56|1405623|USD|150|0.977|0.5624344644266209|2015-08-11|4|2015-08-11|4|2015-08-11|4
151|151|2014-12-29|23.93|24.18|23.53|24.08|4095399|USD|151|0.982|0.569671956826208|2015-08-14|3|2015-08-14|3|2015-08-14|3
152|152|2014-12-30|23.51|24.0|23.13|23.25|7023727|USD|152|0.991|0.593575475079986|2015-08-18|1|2015-08-18|1|2015-08-18|1
153|153|2014-12-31|23.3|23.48|22.85|23.14|5271520|USD|153|1.003|0.6012167481852025|2015-08-20|1|2015-08-20|1|2015-08-20|1
154|154|2015-01-02|23.37|24.11|23.15|24.02|3358492|USD|154|1.028|0.5913609536545241|2015-08-25|2|2015-08-25|2|2015-08-25|2
155|155|2015-01-05|24.02|24.95|24.0|24.58|5033850|USD|155|1.024|0.5953499360059747|2015-08-27|1|2015-08-27|1|2015-08-27|1
156|156|2015-01-06|24.6|25.01|24.15|24.53|9797772|USD|156|1.011|0.598218521567465|2015-08-28|2|2015-08-28|2|2015-08-28|2
157|157|2015-01-07|24.86|25.09|24.57|24.81|9084399|USD|157|0.998|0.5829562729417708|2015-09-01|1|2015-09-01|1|2015-09-01|1
158|158|2015-01-08|24.82|25.29|24.51|25.08|12821700|USD|158|1.008|0.5908810854155583|2015-09-08|4|2015-09-08|4|2015-09-08|4
159|159|2015-01-09|25.01|25.55|24.75|24.94|8119814|USD|159|0.995|0.5776536925973231|2015-09-09|2|2015-09-09|2|2015-09-09|2
160|160|2015-01-12|24.88|24.88|23.84|24.11|4228577|USD|160|0.975|0.566476200721811|2015-09-10|1|2015-09-10|1|2015-09-10|1
161|161|2015-01-13|24.27|24.33|23.59|23.84|4772058|USD|161|0.972|0.590682410521506|2015-09-11|3|2015-09-11|3|2015-09-11|3
162|162|2015-01-14|23.6|24.3|23.5|23.82|3829488|USD|162|1.018|0.6247233644823971|2015-09-13|1|2015-09-13|1|2015-09-13|1
163|163|2015-01-15|24.02|24.03|22.96|23.32|5077573|USD|163|0.965|0.6085540282999711|2015-09-15|1|2015-09-15|1|2015-09-15|1
164|164|2015-01-16|23.19|24.17|23.08|24.07|6879112|USD|164|1.037|0.6641160728199628|2015-09-16|3|2015-09-16|3|2015-09-16|3
165|165|2015-01-20|24.04|24.78|23.81|24.56|6678810|USD|165|1.016|0.6035882784411011|2015-09-18|1|2015-09-18|1|2015-09-18|1
166|166|2015-01-21|24.42|24.88|24.23|24.48|7539974|USD|166|1.0|0.6013463616867033|2015-09-21|2|2015-09-21|2|2015-09-21|2
167|167|2015-01-22|24.41|24.49|24.0|24.34|4051177|USD|167|0.993|0.6052457586202835|2015-09-22|1|2015-09-22|1|2015-09-22|1
168|168|2015-01-23|24.23|25.07|23.89|24.65|7165237|USD|168|1.01|0.6108770198558542|2015-09-23|1|2015-09-23|1|2015-09-23|1
169|169|2015-01-26|24.47|25.04|24.47|25.01|7530139|USD|169|1.0090000000000001|0.6058450590951873|2015-09-25|2|2015-09-25|2|2015-09-25|2
170|170|2015-01-27|24.68|25.64|24.33|25.34|11316422|USD|170|1.032|0.5884226259141629|2015-09-30|1|2015-09-30|1|2015-09-30|1
171|171|2015-01-28|25.46|26.33|25.38|25.99|14564807|USD|171|0.997|0.5610812131345437|2015-10-06|1|2015-10-06|1|2015-10-06|1
172|172|2015-01-29|25.39|25.98|24.52|24.69|12246134|USD|172|0.9690000000000001|0.5725084081717661|2015-10-09|1|2015-10-09|1|2015-10-09|1
173|173|2015-01-30|24.6|25.0|24.52|24.84|5581429|USD|173|1.016|0.5882331966061327|2015-10-12|1|2015-10-12|1|2015-10-12|1
174|174|2015-02-02|24.99|25.48|24.35|25.48|5630945|USD|174|1.026|0.5813700536288487|2015-10-13|5|2015-10-13|5|2015-10-13|5
175|175|2015-02-03|25.63|26.44|25.46|26.32|10489561|USD|175|1.023|0.5659094012166354|2015-10-14|3|2015-10-14|3|2015-10-14|3
176|176|2015-02-04|26.23|26.91|26.1|26.71|7972415|USD|176|1.018|0.5722092126702096|2015-10-19|1|2015-10-19|1|2015-10-19|1
177|177|2015-02-05|26.69|26.99|26.43|26.81|4467925|USD|177|0.9990000000000001|0.5640320825511308|2015-10-21|2|2015-10-21|2|2015-10-21|2
