ModuleTitle@CompanyName@Symbol@Address@Phone@Industry@Sector@Region@CompanyDescription@KeyExecutives
Company Description@O'Reilly Automotive, Inc.@ORLY@233 S PATTERSON AVE, SPRINGFIELD, Missouri, 65802, United States of America@417-829-5878@Other Specialty Stores@Consumer Services@North America@"Unless otherwise indicated, ""we,"" ""us,"" ""our"" and similar terms, as well as
references to the ""Company,"" refer to O'Reilly Automotive, Inc. and its
Subsidiaries.  O'Reilly is one of the largest specialty retailers of automotive
aftermarket parts, tools, supplies, equipment and accessories in the United
States (""U.S.""), selling our products to both do-it-yourself (""DIY"") and
professional service provider customers, our ""dual market strategy.""  The
business was founded in 1957 by Charles F. O'Reilly and his son, Charles H.
""Chub'' O'Reilly, Sr., and initially operated from a single store in
Springfield, Missouri. Our common stock has traded on The NASDAQ Global Select
Market under the symbol ""ORLY"" since April 22, 1993.

 

After the close of business on November 29, 2019, we completed the acquisition
of Mayoreo de Autopartes y Aceites, S.A. de C.V.&nbsp;&nbsp;... <a href=""http://secfilings.nasdaq.com/edgar_conv_html%2f2020%2f02%2f28%2f0000898173-20-000007.html#FIS_BUSINESS"" target=""_blank"">More</a> ...&nbsp;&nbsp;
"@[('Gregory D. Johnson', 'Co-President & Chief Executive Officer'), ('Jeff M. Shaw', 'Co-President & Chief Operating Officer'), ('Jeffrey Alan Lauro', 'Senior Vice President-Information Technology'), ('Thomas G. McFall', 'Executive VP, Chief Financial & Accounting Officer')]
