Unnamed: 0|Unnamed: 0.1|Date_x|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|prctChangeOPEN|TargetProbability|Date_y|No Articles|Date_x|No_Articles_x|Date_y|No_Articles_y
0|0|2012-01-03|120.0|125.14|120.0|124.29|7314087|USD|0|1.023|0.6166806323319749|2015-06-29|1|2015-06-29|1|2015-06-29|1
1|1|2012-01-04|122.75|123.6|121.15|121.99|4401704|USD|1|0.987|0.5900307386627679|2015-07-01|1|2015-07-01|1|2015-07-01|1
2|2|2012-01-05|121.1|124.0|120.68|123.27|4774484|USD|2|1.022|0.6056038800953061|2015-07-02|2|2015-07-02|2|2015-07-02|2
3|3|2012-01-06|123.72|124.11|120.0|121.09|4980754|USD|3|0.9940000000000001|0.5704482744731011|2015-07-06|3|2015-07-06|3|2015-07-06|3
4|4|2012-01-09|122.97|122.97|117.17|120.11|5594836|USD|4|1.01|0.5423197774311267|2015-07-07|2|2015-07-07|2|2015-07-07|2
5|5|2012-01-10|124.21|127.3|124.0|126.88|6931494|USD|5|1.018|0.5521008490971789|2015-07-08|4|2015-07-08|4|2015-07-08|4
6|6|2012-01-11|126.47|128.59|125.53|128.19|5332691|USD|6|1.02|0.5381530324275772|2015-07-10|3|2015-07-10|3|2015-07-10|3
7|7|2012-01-12|129.0|130.25|127.67|128.3|4909618|USD|7|0.985|0.5265446207986578|2015-07-13|4|2015-07-13|4|2015-07-13|4
8|8|2012-01-13|127.02|128.91|126.5|127.41|4046862|USD|8|1.034|0.5413127427533688|2015-07-15|1|2015-07-15|1|2015-07-15|1
9|9|2012-01-17|131.3|131.5|128.6|128.85|6151171|USD|9|0.981|0.5392167564203802|2015-07-17|4|2015-07-17|4|2015-07-17|4
10|10|2012-01-18|128.83|129.73|125.31|126.07|6591095|USD|10|0.9890000000000001|0.5471554787970141|2015-07-20|2|2015-07-20|2|2015-07-20|2
11|11|2012-01-19|127.46|127.53|123.0|123.62|10796607|USD|11|0.965|0.5615742154099531|2015-07-23|1|2015-07-23|1|2015-07-23|1
12|12|2012-01-20|122.95|124.54|121.5|122.8|6040018|USD|12|1.003|0.5899654074295935|2015-07-24|2|2015-07-24|2|2015-07-24|2
